date,portfolio_return,market_cum
2023-04-19,-1.2867721439590503,950509.284468732
2023-04-20,3.1546166011698817,949666.2632987313
2023-04-21,-1.3462947015435247,947822.5675306838
2023-04-24,1.0066172340186494,953616.83968044
2023-04-25,4.681787845409688,954393.5635010405
2023-04-26,-1.071321713970462,958165.0685907354
2023-04-27,-1.5023745644357551,961211.4903283517
2023-04-28,-2.0130009969717544,965930.5997761779
2023-05-02,4.4056796205891855,965708.8038904726
2023-05-03,2.934428317752944,965708.7596329019
2023-05-04,4.323350298516215,968458.7966647197
2023-05-05,-0.5703463292105498,962868.3584589455
2023-05-08,-1.9638480777773084,963830.2295991456
2023-05-09,0.4217645772428922,957806.3341018124
2023-05-10,-0.008353346832520453,962958.7836546453
2023-05-11,-2.5875574345856687,961982.2386833098
2023-05-12,3.172361140703048,962541.883245744
2023-05-15,3.3326529904556828,965765.4831796088
2023-05-16,-2.0599369372734313,960486.4213027742
2023-05-17,-1.6708563974428723,958162.8362453333
2023-05-18,-2.022100301283221,947910.8460260956
2023-05-19,1.5232484694105406,953415.3874288307
2023-05-22,0.8686095585573678,956948.9123775156
2023-05-23,-1.6255034431747508,954312.5196628438
2023-05-24,-2.217363696638234,952664.5013290063
2023-05-25,-2.0247539642054635,954351.1971552788
2023-05-26,1.4418198467730474,958080.6032346287
2023-05-29,-0.6957758833580454,958157.4897341459
2023-05-30,-2.770270911284076,957328.3476346005
2023-05-31,0.9694535355739299,962777.2758147169
2023-06-01,0.19239846384230377,961387.8270738379
2023-06-02,-1.6603066746766306,959836.6402857522
2023-06-05,-0.878794281973748,959427.8983854273
2023-06-06,0.39731432544886336,960342.3317982843
2023-06-07,2.2540979581803184,964803.5344437683
2023-06-08,-0.6744745785272535,956521.0147092651
2023-06-09,0.9389937237269089,954146.2513163646
2023-06-12,-0.894620132461068,957227.3299941315
2023-06-13,-0.934324367470732,959343.7622052132
2023-06-14,-0.2766447173223683,960475.3532208025
2023-06-15,0.3774872732898328,958200.6900310549
2023-06-16,3.838956547152914,959383.8831273399
2023-06-19,0.6443906672802993,956111.3641559443
2023-06-20,-0.09167406472461095,961312.3942313502
2023-06-21,-2.239456192770451,957200.0994232174
2023-06-22,-0.5768739975623856,947878.1812402525
2023-06-23,-1.6835917676878913,948473.7909801899
2023-06-26,0.4340828731051417,951952.4372667278
2023-06-27,1.0522787395633906,951445.530656074
2023-06-28,2.4866991317893152,951651.9840844385
2023-06-30,1.8313919756267374,952227.1102225464
2023-07-03,-0.272022114203317,953113.2141544351
2023-07-04,3.0464262291984254,953151.485045992
2023-07-05,1.053007056628296,956740.3335471181
2023-07-06,-0.05659800727875191,959658.7097512826
2023-07-07,-1.4950782504021436,952398.959982473
2023-07-10,-3.877045183358535,950342.4433796993
2023-07-11,2.5660384265159206,952804.6363266764
2023-07-12,-6.000066139652402,952731.5039717187
2023-07-13,-3.506702946746419,942253.4102235216
2023-07-14,-1.1342769578788938,947385.4699200492
2023-07-17,-0.12702548350157172,946661.6372531642
2023-07-18,-2.1618105442464426,944508.0698320596
2023-07-19,1.5169472726704387,945240.0900332204
2023-07-20,1.9755414569088385,946777.58994616
2023-07-21,0.879302121273376,949242.035492879
2023-07-24,-0.9439026592012065,948515.254578239
2023-07-25,-1.8880367819172263,947422.1340778786
2023-07-26,-0.2919033909497171,948455.1133240085
2023-07-27,1.4254365421118484,945013.8229547169
2023-07-28,0.4969190028404118,946434.6680563047
2023-07-31,1.6631222627514186,951765.6689225901
2023-08-01,0.3794755316158366,950343.879231361
2023-08-02,-3.5264583948911152,938246.4906921961
2023-08-03,0.5921746005308398,942721.8770782059
2023-08-04,-0.9405052016799704,942723.3548313733
2023-08-07,-1.1856431415965079,944081.918673422
2023-08-08,-0.3316583128998785,943237.0979705346
2023-08-09,-1.044838864934786,947339.4193194096
2023-08-10,-0.7138346700380154,942943.8218197811
2023-08-11,2.790003180845339,938269.7403732283
2023-08-14,-1.9009388933988232,943202.3002016766
2023-08-16,7.329488083512941,946079.0064208026
2023-08-17,-0.888694725732892,942749.1632436133
2023-08-18,-0.5733847275085078,939215.9966841284
2023-08-21,-0.19782981761868515,940804.9861664381
2023-08-22,-0.9979462623383929,942112.0649699207
2023-08-23,-1.649081853720008,940878.8735299532
2023-08-24,4.4562071732152955,935027.9066326937
2023-08-25,-0.05050942850534615,928273.6246842765
2023-08-28,2.23824956493681,929479.9090477095
2023-08-29,3.785886815386636,928662.4070873416
2023-08-30,-0.05782372583524919,927691.1699098882
2023-08-31,0.415832674422982,928358.0260265436
2023-09-01,0.6298874023316905,932801.9426580566
2023-09-04,6.145863608033836,936971.3595603226
2023-09-05,1.384295071346887,936718.1949763846
2023-09-06,-2.009700894862584,935991.3884434982
2023-09-07,3.3368181266450874,936913.7197406844
2023-09-08,0.3575656056016049,937822.5682225697
2023-09-11,7.233495481523105,941961.674119666
2023-09-12,-2.409449446703313,926350.4248504635
2023-09-13,2.235206455021917,938744.3086980293
2023-09-14,-1.9208906935438246,937539.5900208408
2023-09-15,0.6748780142573554,934982.1369671033
2023-09-18,3.6682493463020904,930087.2573546239
2023-09-20,2.145074333386175,926314.728822292
2023-09-21,-4.718600403362038,914745.8671534212
2023-09-22,3.3208427407757766,914788.6769967823
2023-09-25,-1.4948376136490418,914861.8439929526
2023-09-26,-1.8185948384713548,912986.24888579
2023-09-27,-2.490394398151202,916131.0685666025
2023-09-28,0.8399462300809148,908808.9235649442
2023-09-29,-2.1461453529446226,913039.2897257219
2023-10-03,-1.2502902149793258,915190.882268273
2023-10-04,-2.259862276139097,909360.156717769
2023-10-05,0.9771147121199814,906063.0147722029
2023-10-06,0.3735255176291362,910715.7934773591
2023-10-09,-3.288754568769069,904346.1982023084
2023-10-10,2.98094934324555,908324.030352071
2023-10-11,1.660361180934699,904788.2926664805
2023-10-12,-1.3866674449576462,905319.8641056288
2023-10-13,1.7594384356271726,903709.3460690385
2023-10-16,0.2425408776612424,903297.3041389455
2023-10-17,0.1783934878688215,902643.9086589168
2023-10-18,-0.9347782185742165,894060.8814860842
2023-10-19,0.32347225978520755,898930.9206213491
2023-10-20,1.7769240592901412,891093.9543962834
2023-10-23,-4.879133297633552,864821.663242279
2023-10-25,-1.2966634078064405,856134.3120098317
2023-10-27,4.063044628358621,857003.3771340121
2023-10-30,0.37546224831869823,863205.9488175354
2023-10-31,-0.2888792727365686,858278.6835367008
2023-11-01,-0.39823732067680684,853023.5308152761
2023-11-02,0.7261148509505989,853199.2393806247
2023-11-03,-2.259592536806493,853058.3171020353
2023-11-06,-1.174041085226998,855226.1353249777
2023-11-07,0.45439570052422107,858391.2430508098
2023-11-08,0.08217197031304976,858378.8224866004
2023-11-09,-2.4081398749459058,855590.083100369
2023-11-10,-1.6997198717685935,859104.8501958711
2023-11-13,0.11890431077062086,861981.3125112422
2023-11-15,-1.0564040134075563,863502.868411834
2023-11-16,-0.5836197801676286,864855.636877607
2023-11-17,3.606458831575483,864859.6558719416
2023-11-20,0.8061902197049433,863925.4768800985
2023-11-21,-3.181025972057321,861519.0883180285
2023-11-22,0.22121003853866952,858687.5426922477
2023-11-23,0.22507585256098497,857165.9187391961
2023-11-24,5.439816130633882,855165.1015580131
2023-11-28,4.093556739482749,856889.527939942
2023-11-29,0.22999330765509327,856658.5775188146
2023-11-30,-1.1359651777720245,863542.2042500969
2023-12-01,-1.3408096875840145,861136.1983548724
2023-12-04,-0.3581114847358119,865647.478436752
2023-12-05,2.42639387958934,864238.5288384552
2023-12-06,0.7889975568867262,865539.5199117009
2023-12-07,0.21144124430522207,869453.3438894512
2023-12-08,-2.4990108272293456,861368.1705837375
2023-12-11,-0.8793110456923534,864091.8939745167
2023-12-12,-0.862985821693463,856909.172767012
2023-12-13,2.7153903069814147,861359.483572773
2023-12-14,-0.3658761390553946,863157.8509171597
2023-12-15,-3.202227025706832,861634.8875771221
2023-12-18,-1.0985888958711625,863022.8936837836
2023-12-19,0.3626898964837746,864929.1148486232
2023-12-20,-5.875366419925401,830084.9969138167
2023-12-21,1.0329020462323757,842303.9383574049
2023-12-22,0.5694751254614451,843086.1612926456
2023-12-26,2.428679786011056,844931.8302882472
2023-12-27,3.591634124362592,843390.3837035105
2023-12-28,3.5199329141131392,844846.0556255602
2023-12-29,0.19218816149713117,848077.0595742154
2024-01-01,-1.24884283821393,847322.2734401246
2024-01-02,0.32317218200579534,844075.3599543117
2024-01-03,-1.0818374912933215,847659.3823742599
2024-01-04,0.11960599821625473,850239.6127694778
2024-01-05,-2.1512585158214645,847278.8766694614
2024-01-08,3.145098078916051,844794.0585829127
2024-01-09,-3.3816184774743743,843473.9879621713
2024-01-10,1.737183295052943,846335.0276979788
2024-01-11,6.936540450308764,847532.96495638
2024-01-12,-0.604342294991842,847581.1489366668
2024-01-15,-2.519291112361567,849387.9564477988
2024-01-16,-0.6958203589864909,844325.9134458965
2024-01-17,0.06872306098393394,837584.3689610282
2024-01-18,3.811241440103206,848734.8709119313
2024-01-19,0.15510686750687522,852883.9779243299
2024-01-20,2.3403999116670806,853408.1346362788
2024-01-23,-6.705173913703595,829547.455720107
2024-01-24,1.982717003392743,836624.6381510741
2024-01-25,3.246892724045373,835228.218431924
2024-01-29,-0.8811007159087597,839986.095976382
2024-01-30,1.23633867545859,834235.2263984446
2024-01-31,-0.9267476344277753,840377.5602094342
2024-02-01,-0.39699541016123785,837194.6160231687
2024-02-02,0.4914798239412371,835958.825289388
2024-02-05,-3.6621417272191494,829723.0527619785
2024-02-06,2.334000047252909,832206.1064678995
2024-02-07,-1.976902462111944,832657.292045547
2024-02-08,-0.7889191985211119,827479.8561677139
2024-02-09,-0.8076771403543868,828723.5501925354
2024-02-12,-4.503376546875338,810303.820015586
2024-02-13,5.502729739863237,823935.0042769134
2024-02-14,2.7125306033793217,837854.259754113
2024-02-15,3.0247194504164296,838861.9617998656
2024-02-16,1.634965462820263,839467.0011359081
2024-02-19,0.3773706305176713,840763.6325157733
2024-02-20,-1.585358470630832,837350.051504645
2024-02-21,-4.964919385813948,826660.6783608813
2024-02-22,4.794380188205829,834378.5803067735
2024-02-23,1.1407841308352935,833408.3596146979
2024-02-26,0.6785038315101574,829402.1116431741
2024-02-27,0.8526463071755928,824990.3706873077
2024-02-28,-4.399369152150967,807589.2679858326
2024-02-29,-3.120980554888927,818074.043778924
2024-03-01,-1.7995644714702312,818257.4422967187
2024-03-04,0.5605207594783939,818318.6777191759
2024-03-05,0.6693543275475717,815865.3820070763
2024-03-06,1.456863943753581,813383.8024192639
2024-03-07,2.0441789359862144,814118.9229351273
2024-03-11,-4.274421298411428,805004.6549915181
2024-03-12,-1.5064175610872206,796085.3601849901
2024-03-13,-6.274669314018326,768406.0126481284
2024-03-14,4.668528046579362,781589.7840619239
2024-03-15,1.2443416494929964,783983.4286830295
2024-03-18,-1.7632650894522899,786396.3800064048
2024-03-19,-1.1937823281629776,777025.4114059187
2024-03-20,-1.317446509968393,778618.2835854561
2024-03-21,-2.7285585749138535,783211.0261461606
2024-03-22,-1.1898549798896718,788297.5290028249
2024-03-26,1.073903400153077,793661.5798892755
2024-03-27,-1.3431593729537865,792850.1234379254
2024-03-28,-0.29538807862397964,793254.2314405891
2024-04-01,2.7961142546714095,799900.3577685198
2024-04-02,-0.3629345132610615,802962.0452593153
2024-04-03,1.0718468437350483,807155.0025709313
2024-04-04,-1.9446183930460277,806290.3651746147
2024-04-05,-2.2416379472323698,810967.9538117794
2024-04-08,-1.1083494631220363,809666.7595407898
2024-04-09,-2.355784180231136,805315.5661258698
2024-04-10,-1.112283534506647,807567.0223635405
2024-04-12,-0.8041552045853256,804628.5489374532
2024-04-15,1.6398015305600662,810753.6482187809
2024-04-16,0.22599258932081753,810839.0491561344
2024-04-18,-1.1200862819615687,804996.4120280335
2024-04-19,-2.7696120002122013,811186.5067863122
2024-04-22,-1.6352323282700814,814206.3460419066
2024-04-23,-0.42108021291214937,817325.3890000114
2024-04-24,0.10072012298127153,818844.3074289989
2024-04-25,-1.2090420455809192,821863.0270236998
2024-04-26,-1.3728560093737834,822101.7010997636
2024-04-29,2.6249727842841226,823836.8129365152
2024-04-30,-4.920484845789444,820137.0963996216
2024-05-02,-0.01747357686322029,820981.3823304833
2024-05-03,-2.8473336494969725,814650.0119672334
2024-05-06,-0.5621802301913301,814393.4041707886
2024-05-07,-2.8459668774771467,801688.86294384
2024-05-08,-0.487450708667596,804920.009191788
2024-05-09,-1.6718686394369302,786877.6411239236
2024-05-10,2.12056342754442,793152.9876381829
2024-05-13,-2.546747895221868,803241.4577137819
2024-05-14,-0.4275243005473349,810231.1133487466
2024-05-15,0.0653485434254629,808397.1601657667
2024-05-16,0.3995307962026292,811347.9645463087
2024-05-17,-0.28267706049191577,817175.9672728071
2024-05-21,2.0384092934682414,818529.2830266241
2024-05-22,-2.9882617737603168,825490.885821467
2024-05-23,1.0079695617090891,826228.9487561409
2024-05-24,-2.0445019049603923,822775.2399393013
2024-05-27,-2.73121226177478,823374.8870265194
2024-05-28,-1.6517689961524777,818326.7081398095
2024-05-29,2.524238289111905,817373.9717991052
2024-05-30,-1.695121854456797,811721.9035572314
2024-05-31,-3.746211903485449,815994.6001180728
2024-06-03,0.38226687729385833,820345.0423025145
2024-06-04,0.38099433496954804,789033.7557806753
2024-06-05,-1.5770007556440624,820815.3506949568
2024-06-06,-1.7622870240678787,824661.9021614853
2024-06-07,-2.5036555816434607,831764.317908473
2024-06-10,-1.0699429720339262,832371.6294910507
2024-06-11,-1.2903727490667911,834811.9428502541
2024-06-12,1.4329657310702086,836338.4186270917
2024-06-13,-0.3557871140134714,839536.1488919778
2024-06-14,-0.2829788533900075,842546.2299237407
2024-06-18,-0.9273774797256982,843771.3838641113
2024-06-19,-0.8305590291452443,843554.0310708391
2024-06-20,5.673654374762839,845022.890877434
2024-06-21,1.854530983308852,840175.8796009845
2024-06-24,-1.807436725714649,846036.48279682
2024-06-25,-0.4133633035982034,840411.2844998759
2024-06-26,2.2000720870027544,841744.7454248507
2024-06-27,0.7574750980123099,836828.5794585608
2024-06-28,-1.7293048238635795,834771.0487875073
2024-07-01,0.7217182502584724,838714.3520024753
2024-07-02,-2.216575395381624,837638.2988391625
2024-07-03,1.1716672181591898,840256.4090031218
2024-07-04,5.552166884841763,841280.3871801272
2024-07-05,1.7937071944826575,844372.1015460463
2024-07-08,-0.8972591689044037,843587.2227374867
2024-07-09,-1.197583414759128,841487.9859618908
2024-07-10,-1.1010108462199721,839354.5862187688
2024-07-11,1.6680356273645989,838649.9874223991
2024-07-12,-2.8396826689648185,835109.514287825
2024-07-15,-0.0017002010081298008,841264.8736541937
2024-07-16,-0.7824866365849914,837507.193512846
2024-07-18,0.19977032750672077,836213.4205000697
2024-07-19,-2.5423376225491654,822694.97777862
2024-07-22,1.1011595862746102,827547.5521691035
2024-07-23,0.03811139184428089,825184.2503324237
2024-07-24,-3.2891054035173717,829426.8560115441
2024-07-25,0.3325201393425402,831377.7832331872
2024-07-26,1.0394412055095517,837019.509673046
2024-07-29,1.2008492067966359,838042.5733399764
2024-07-30,1.283783700223554,838305.501512624
2024-07-31,-0.4918730085958304,838714.8408508265
2024-08-01,0.3486117193925212,832223.3908447147
2024-08-02,3.5906652147873657,835075.9500693391
2024-08-05,-1.2875677411996356,822893.4432321917
2024-08-06,-1.9796052352624776,809998.8096654563
2024-08-07,0.634244192552231,818522.9305628699
2024-08-08,1.9271698383514435,813748.2955110725
2024-08-09,0.43887986367286624,811448.6959851013
2024-08-12,-0.17908200444854622,815261.7506095911
2024-08-13,-3.8648502272548404,804744.5688676825
2024-08-14,-2.500448402567427,805710.8995320527
2024-08-16,0.6640583151780431,810969.6733564876
2024-08-19,1.639609371962577,811250.4293866623
2024-08-20,0.26509459875909247,813755.8831206331
2024-08-21,-2.8390031980409276,816901.9602856445
2024-08-22,1.9603391109646267,816326.3813025279
2024-08-23,3.101145897539124,816327.0443442168
2024-08-26,-1.2205413513430468,816416.0530404986
2024-08-27,0.9701071784694278,818034.7599472441
2024-08-28,-3.1218277205770897,816826.2348399563
2024-08-29,-1.283882140062736,813115.2629861537
2024-08-30,-2.2522582613068676,816237.5685988676
2024-09-02,-1.5370495211673305,815274.5722478438
2024-09-03,1.1960408683985164,814629.4195008995
2024-09-04,0.32406697874790136,815366.6751512893
2024-09-05,0.014269825558016008,814234.7619138795
2024-09-06,-0.44112431682976294,805041.4757327121
2024-09-09,-0.8343054035761159,807492.7627852026
2024-09-10,-1.3529254266797464,808938.911934085
2024-09-11,-2.1561287785936556,802215.9529627733
2024-09-12,0.11872317273292182,806003.6513254339
2024-09-13,-2.354804604968579,807792.0575100234
2024-09-16,3.3791694758429367,805348.2258919986
2024-09-17,-2.933769318362647,805580.3667036986
2024-09-18,0.537811224139814,799647.1631059991
2024-09-19,-2.4128879624741906,792323.3129607157
2024-09-20,0.15501575604520404,800198.8466238491
2024-09-23,1.809592353842447,802962.204410959
2024-09-24,-3.4683448011479876,802171.6957711853
2024-09-25,-2.9601590195085596,800342.9438791499
2024-09-26,-4.801816127414111,804021.7060352077
2024-09-27,-1.6997938035664029,801959.0079462345
2024-09-30,-1.8761118363260432,805291.4701024406
2024-10-01,3.680853947215338,805589.4825513014
2024-10-03,-2.200065444907109,793711.1900128748
2024-10-04,-0.3884684579851827,792246.3548041668
2024-10-07,-2.805553809669587,775830.3324249322
2024-10-08,5.952215480584789,792258.5153967879
2024-10-09,0.9104021645709216,791290.8179469521
2024-10-10,-2.6089541919299415,787146.8300353815
2024-10-11,1.284337336985714,788729.2340072289
2024-10-14,-2.9590252821158374,788808.8251897203
2024-10-15,2.378301839516322,788961.6281941737
2024-10-16,2.5425199255195072,787636.0413044363
2024-10-17,-4.238471745543613,780924.9929919417
2024-10-18,-0.8757431707199251,788419.789107282
2024-10-21,2.814471771193659,780992.6672308065
2024-10-22,-1.7684684842846772,761063.967959438
2024-10-23,2.8591397005780954,773698.973644221
2024-10-24,0.07988069509363413,773767.6096087721
2024-10-25,-1.763168344800866,767329.0399199192
2024-10-28,2.7320464995893277,780320.5394619836
2024-10-29,0.3829881256755133,788200.3858709324
2024-10-30,2.29051116750716,790282.1052080789
2024-10-31,-0.48804300989732463,792796.6545024686
2024-11-04,-3.3583319659476705,789392.7320677139
2024-11-05,1.1528969323574902,796276.5603111294
2024-11-06,-0.34776593053723653,806023.9831228846
2024-11-07,2.073990883466773,799074.9156811113
2024-11-08,1.3911707920446899,787562.9575679399
2024-11-11,-2.636423160784525,786837.4415872323
2024-11-12,-3.515122568687656,773531.5692952721
2024-11-14,-1.251234711551047,775775.1170828044
2024-11-18,1.9181250959232283,780752.8392372783
2024-11-19,-1.1776410036225677,772900.6988996543
2024-11-21,1.3771770171799784,772732.4300138162
2024-11-22,0.25783006527939833,779468.2294415184
2024-11-25,-1.4739491347850335,778852.0506117715
2024-11-26,-0.12675330987850214,777872.2373179303
2024-11-27,0.9031866889613268,783901.1646535505
2024-11-28,-0.8178225073979666,779207.6322156448
2024-11-29,-1.030193211029522,782745.1893666695
2024-12-02,-0.06970812831379739,785133.3921372229
2024-12-03,2.438002266065903,786976.0922857139
2024-12-04,1.9375252328769617,787340.5665566704
2024-12-05,-2.743555988902863,789552.7027849671
2024-12-06,1.1015836039567277,790087.1151870358
2024-12-09,2.294594740505997,790775.2161085033
2024-12-10,-1.3088371879757437,791479.3855601042
2024-12-11,0.6218492189309477,792661.5689620193
2024-12-12,-2.4890422546908084,789322.2369299795
2024-12-13,0.7471921639565664,795166.7758675234
2024-12-16,-0.4428620506280211,793298.2588487259
2024-12-17,-3.2604284430681116,786316.8480880702
2024-12-18,-0.5188151223481051,780392.2563202723
2024-12-19,0.8263552544310506,783731.9988521594
2024-12-20,4.434156159356685,764507.8396610776
2024-12-23,2.7637726975263064,765417.276369673
2024-12-24,-2.849789923146341,764995.453206509
2024-12-26,-2.721184508158225,765833.7823521128
2024-12-27,-1.2554027852905765,763887.2043592057
2024-12-30,-1.493942514764684,763963.9080291936
2024-12-31,1.3530315863365519,772005.8661934289
2025-01-01,1.94260117008145,776516.2114169463
2025-01-02,-1.248283909184993,781908.3751670838
2025-01-03,-3.1743604132797296,777252.9798818704
2025-01-06,0.6409581809544238,761733.2309702445
2025-01-07,3.4760656919255792,760615.4589068786
2025-01-08,0.2545287153096526,759771.8701364716
2025-01-09,-4.467986004881141,752825.4630045417
2025-01-10,0.6477375036041587,749679.7092091956
2025-01-13,-2.7209046570626905,729862.9118585484
2025-01-14,6.990063344865807,738485.7336586128
2025-01-15,-2.1792008928982707,739793.7765937049
2025-01-16,1.0661309379880082,738309.1888653447
2025-01-17,-1.0989176448451348,740247.235608036
2025-01-20,-0.06656407535657652,745233.3980083514
2025-01-21,-1.1267108728078623,731369.3464157466
2025-01-22,-1.6447379713534098,733240.9653598006
2025-01-23,1.3695614714580793,735577.3365974912
2025-01-24,-4.671291576083462,724447.8568075646
2025-01-27,0.8146482611549898,716914.9148287034
2025-01-28,0.040888466904640625,726051.8876502007
2025-01-29,-1.4281296074927041,732716.0062008094
2025-01-30,-0.6861861748855851,728192.2735170523
2025-01-31,-3.1211994987784113,736475.5386260576
2025-02-01,-5.127262706463703,729839.3000749474
2025-02-03,-1.3348824320226014,730253.3661515128
2025-02-04,3.6562495874098495,731062.0242749322
2025-02-05,-2.640861997422839,729879.0383909175
2025-02-06,1.8558940200026097,725947.2080370648
2025-02-07,0.6087977180686691,728416.3017743524
2025-02-10,0.12601726759695397,722633.8971979872
2025-02-11,-2.0984045331971486,711976.588568608
2025-02-12,1.9941594849075064,726004.2696443619
2025-02-13,-1.145644670590732,719120.8445967644
2025-02-14,-2.7231549653266045,704866.6621957931
2025-02-17,0.7314398229605873,707112.4161805677
2025-02-18,-0.1622477879693797,708895.5583643853
2025-02-19,0.5917105717031422,713362.2228102615
2025-02-20,-2.094810867057455,718567.2505574706
2025-02-21,-1.8556328403190794,710560.5594025508
2025-02-24,-2.249526823038,712773.8908272102
2025-02-25,-0.7275431547811435,705884.1842185055
2025-02-27,-1.8688185429683453,700238.2191428293
2025-02-28,2.428816255740541,696740.9877510881
2025-03-03,4.938299413972983,704386.1196767709
2025-03-04,1.3166546205600855,705897.2587736626
2025-03-05,-1.4495258782694267,712764.0127362163
2025-03-06,-0.9613143586808363,712354.6914896411
2025-03-07,6.103090854512077,712709.0863607642
2025-03-10,-1.255257482496206,699898.8812221548
2025-03-11,1.8609174029651425,708406.7843951547
2025-03-12,-2.6190823909607515,704278.513539147
2025-03-13,-0.7114000598866254,701089.8603287919
2025-03-17,3.690195176564134,699158.6777612822
2025-03-18,1.4877163852551052,706644.1244872194
2025-03-19,-1.4570484654496565,714097.5490577857
2025-03-20,-3.289887590855572,714010.3927959241
2025-03-21,0.3950994229561753,718715.0894354676
2025-03-24,-1.6877873662662737,722602.0646336189
2025-03-25,-4.842415667077916,713318.2949843613
2025-03-26,-1.81459975121463,709940.504773127
2025-03-27,-5.44312259098996,716754.6175930686
2025-03-28,-4.008863464526348,708992.6406309587
2025-04-01,-0.44029442880198777,703071.9903898374
2025-04-02,-0.8059593425354609,714404.1607822911
2025-04-03,-0.5730255328287708,718095.170435684
2025-04-04,-1.1658040247498638,709038.2834191574
2025-04-07,3.010793670455798,723432.9451105059
2025-04-08,-0.43295834628468455,727538.9261002418
2025-04-09,-3.159466938525052,728420.1148041382
2025-04-11,0.3858367377251344,731676.4043926919
2025-04-15,0.619713270491349,738616.347779534
2025-04-16,-0.8383089621591153,741033.9874197876
2025-04-17,-3.3298939965008776,745244.5227951079
2025-04-21,2.3993696904185686,753344.9083943362
2025-04-22,0.8113478862181829,753012.8163326692
2025-04-23,1.9159720961043556,754157.9979293266
2025-04-24,-0.9571166496108297,753419.9529464523
2025-04-25,-2.3874438335851136,744385.1891528349
2025-04-28,0.1939611620493404,748845.1275022138
2025-04-29,5.237202363334857,746246.3386247021
2025-04-30,-3.2066387503855545,736925.9154401977
2025-05-02,-0.33685488749164383,731763.4103077329
2025-05-05,0.7567545890301324,736940.1873257756
2025-05-06,-2.0507301911432614,722272.8861763931
2025-05-07,-0.2576988172094792,733305.0320893973
2025-05-08,-3.5646235022462016,716043.4882683215
2025-05-09,2.7861727491476493,722491.1731333137
2025-05-12,-0.6114425277068881,729451.8590617399
2025-05-13,-0.9375501457789812,729600.4916802648
